Date,Open,High,Low,Close,VIX Open,VIX High,VIX Low,VIX Close,Target
2020-11-30,3208.47998,3228.389893,3125.550049,3168.040039,22.64,22.89,20.48,20.57,3220.080078
2020-12-01,3188.5,3248.949951,3157.179932,3220.080078,20.21,20.92,20.0,20.77,3203.530029
2020-12-02,3221.649902,3232.0,3173.26001,3203.530029,21.0,21.25,20.04,21.17,3186.72998
2020-12-03,3205.459961,3228.639893,3181.310059,3186.72998,21.24,21.88,20.72,21.28,3162.580078
2020-12-04,3198.209961,3198.209961,3158.76001,3162.580078,21.05,21.15,19.97,20.79,3158.0
2020-12-07,3156.47998,3180.76001,3141.689941,3158.0,22.04,22.62,21.17,21.3,3177.290039
2020-12-08,3158.899902,3184.1298829999996,3120.02002,3177.290039,21.65,22.25,20.52,20.68,3104.199951
2020-12-09,3167.889893,3174.429932,3088.0,3104.199951,20.66,22.93,20.1,22.27,3101.48999
2020-12-10,3088.98999,3142.100098,3076.0,3101.48999,22.12,23.46,21.53,22.52,3116.419922
2020-12-11,3096.659912,3118.669922,3072.820068,3116.419922,22.49,25.14,22.48,23.31,3156.969971
2020-12-14,3143.0,3190.469971,3126.0,3156.969971,22.67,24.82,21.95,24.72,3165.1201170000004
2020-12-15,3181.01001,3188.5,3130.48999,3165.1201170000004,24.0,24.07,22.73,22.89,3240.959961
2020-12-16,3176.01001,3247.0,3163.679932,3240.959961,22.51,23.67,22.29,22.5,3236.080078
2020-12-17,3250.0,3263.51001,3221.0,3236.080078,21.98,22.27,21.52,21.93,3201.649902
2020-12-18,3243.98999,3249.419922,3171.600098,3201.649902,22.15,23.77,21.57,21.57,3206.179932
2020-12-21,3200.01001,3226.969971,3166.0,3206.179932,24.25,31.46,24.23,25.16,3206.52002
2020-12-22,3202.840088,3222.0,3180.080078,3206.52002,25.24,25.56,23.53,24.23,3185.27002
2020-12-23,3205.0,3210.1298829999996,3184.169922,3185.27002,23.49,23.68,22.13,23.31,3172.689941
2020-12-24,3193.899902,3202.0,3169.0,3172.689941,22.47,22.83,21.39,21.53,3283.959961
2020-12-28,3194.0,3304.0,3172.689941,3283.959961,22.11,22.12,21.15,21.7,3322.0
2020-12-29,3309.939941,3350.649902,3281.219971,3322.0,21.61,23.72,20.99,23.08,3285.850098
2020-12-30,3341.0,3342.100098,3282.469971,3285.850098,22.58,23.15,22.41,22.77,3256.929932
2020-12-31,3275.0,3282.919922,3241.199951,3256.929932,22.99,23.25,21.24,22.75,3186.6298829999996
2021-01-04,3270.0,3272.0,3144.02002,3186.6298829999996,23.04,29.19,22.56,26.97,3218.51001
2021-01-05,3166.01001,3223.3798829999996,3165.060059,3218.51001,26.94,28.6,24.8,25.34,3138.3798829999996
2021-01-06,3146.47998,3197.51001,3131.159912,3138.3798829999996,25.48,26.77,22.14,25.07,3162.159912
2021-01-07,3157.0,3208.540039,3155.0,3162.159912,23.67,23.91,22.25,22.37,3182.699951
2021-01-08,3180.0,3190.639893,3142.199951,3182.699951,22.43,23.34,21.42,21.56,3114.209961
2021-01-11,3148.01001,3156.3798829999996,3110.0,3114.209961,23.31,24.81,23.23,24.08,3120.830078
2021-01-12,3120.0,3142.139893,3086.0,3120.830078,23.49,25.15,22.83,23.33,3165.889893
