Date,Open,High,Low,Close,VIX Open,VIX High,VIX Low,VIX Close,Target
2019-08-02,51.3825,51.607498,50.407501,51.005001,17.69,20.11,17.04,17.61,48.334998999999996
2019-08-05,49.497501,49.662498,48.145,48.334998999999996,19.96,24.81,19.91,24.59,49.25
2019-08-06,49.077498999999996,49.517502,48.509997999999996,49.25,22.29,22.87,19.77,20.17,49.759997999999996
2019-08-07,48.852501000000004,49.889998999999996,48.455002,49.759997999999996,20.7,23.67,18.94,19.49,50.857498
2019-08-08,50.049999,50.8825,49.8475,50.857498,19.36,19.89,16.82,16.91,50.247501
2019-08-09,50.325001,50.689999,49.822497999999996,50.247501,18.14,19.44,17.31,17.97,50.119999
2019-08-12,49.904999,50.512501,49.787498,50.119999,17.87,21.26,17.77,21.09,52.2425
2019-08-13,50.255001,53.035,50.119999,52.2425,21.28,21.64,17.52,17.52,50.6875
2019-08-14,50.790001000000004,51.610001000000004,50.647498999999996,50.6875,17.81,22.71,17.75,22.1,50.435001
2019-08-15,50.865002000000004,51.285,49.9175,50.435001,21.58,24.1,20.78,21.18,51.625
2019-08-16,51.07,51.790001000000004,50.959998999999996,51.625,20.48,20.5,18.41,18.47,52.587502
2019-08-19,52.654999,53.182499,52.5075,52.587502,17.93,18.22,16.52,16.88,52.59
2019-08-20,52.720001,53.337502,52.580002,52.59,16.78,17.7,16.45,17.5,53.16
2019-08-21,53.247501,53.412498,52.900002,53.16,17.01,17.04,15.51,15.8,53.115002000000004
2019-08-22,53.297501000000004,53.610001000000004,52.6875,53.115002000000004,16.12,17.68,15.63,16.68,50.66
2019-08-23,52.357498,53.012501,50.25,50.66,16.15,21.07,16.04,19.87,51.622501
2019-08-26,51.465,51.797501000000004,51.264998999999996,51.622501,20.34,21.33,19.06,19.32,51.040001000000004
2019-08-27,51.965,52.137501,50.8825,51.040001000000004,20.18,21.04,18.49,20.31,51.3825
2019-08-28,51.025002,51.43,50.830002,51.3825,20.55,21.64,19.1,19.35,52.252499
2019-08-29,52.125,52.330002,51.665001000000004,52.252499,19.02,19.2,17.6,17.88,52.185001
2019-08-30,52.540001000000004,52.612499,51.799999,52.185001,17.94,19.18,17.09,18.98,51.424999
2019-09-03,51.607498,51.744999,51.055,51.424999,20.96,21.15,19.41,19.66,52.297501000000004
2019-09-04,52.0975,52.369999,51.830002,52.297501000000004,18.23,18.83,17.26,17.33,53.32
2019-09-05,53.0,53.4925,52.877499,53.32,16.92,17.05,15.45,16.27,53.314999
