Date,Open,High,Low,Close,VIX Open,VIX High,VIX Low,VIX Close,Target
2019-08-02,29.48,29.73,28.940001000000002,29.440001000000002,17.69,20.11,17.04,17.61,27.99
2019-08-05,28.26,28.49,27.65,27.99,19.96,24.81,19.91,24.59,28.860001
2019-08-06,28.860001,29.049999,28.200001,28.860001,22.29,22.87,19.77,20.17,29.190001000000002
2019-08-07,28.469998999999998,29.280001000000002,28.370001000000002,29.190001000000002,20.7,23.67,18.94,19.49,33.919998
2019-08-08,31.530001000000002,34.27,31.48,33.919998,19.36,19.89,16.82,16.91,34.189999
2019-08-09,33.450001,35.549999,33.080002,34.189999,18.14,19.44,17.31,17.97,32.43
2019-08-12,34.16,34.650002,32.080002,32.43,17.87,21.26,17.77,21.09,32.110001000000004
2019-08-13,32.360001000000004,33.139998999999996,31.719998999999998,32.110001000000004,21.28,21.64,17.52,17.52,30.24
2019-08-14,31.0,31.049999,29.51,30.24,17.81,22.71,17.75,22.1,29.67
2019-08-15,30.629998999999998,30.73,29.209999,29.67,21.58,24.1,20.78,21.18,31.18
2019-08-16,30.309998999999998,31.48,30.209999,31.18,20.48,20.5,18.41,18.47,31.48
2019-08-19,32.0,32.189999,31.42,31.48,17.93,18.22,16.52,16.88,30.719998999999998
2019-08-20,30.940001000000002,31.309998999999998,30.450001,30.719998999999998,16.78,17.7,16.45,17.5,31.700001
2019-08-21,31.049999,31.74,30.84,31.700001,17.01,17.04,15.51,15.8,31.9
2019-08-22,31.76,31.92,30.98,31.9,16.12,17.68,15.63,16.68,29.540001
2019-08-23,31.299999,31.83,29.4,29.540001,16.15,21.07,16.04,19.87,30.280001000000002
2019-08-26,30.34,30.719998999999998,29.940001000000002,30.280001000000002,20.34,21.33,19.06,19.32,30.200001
2019-08-27,30.6,30.889999,29.6,30.200001,20.18,21.04,18.49,20.31,30.780001000000002
2019-08-28,29.92,31.18,29.700001,30.780001000000002,20.55,21.64,19.1,19.35,31.450001
2019-08-29,31.469998999999998,31.83,31.33,31.450001,19.02,19.2,17.6,17.88,31.450001
2019-08-30,31.6,31.870001000000002,31.129998999999998,31.450001,17.94,19.18,17.09,18.98,30.9
2019-09-03,30.83,31.139999,30.68,30.9,20.96,21.15,19.41,19.66,30.950001
2019-09-04,31.32,31.83,30.85,30.950001,18.23,18.83,17.26,17.33,31.5
2019-09-05,31.790001,32.049999,31.120001000000002,31.5,16.92,17.05,15.45,16.27,30.559998999999998
2019-09-06,31.5,31.51,30.48,30.559998999999998,15.92,16.06,14.91,15.0,30.5
2019-09-09,30.93,31.18,30.24,30.5,15.26,16.13,14.95,15.27,30.23
2019-09-10,30.219998999999998,30.379998999999998,29.77,30.23,15.53,16.52,15.11,15.2,29.76
2019-09-11,30.379998999999998,30.43,29.51,29.76,15.33,15.52,14.55,14.61,30.209999
2019-09-12,30.08,30.84,29.950001,30.209999,14.69,14.94,13.85,14.22,30.690001000000002
